id,label
491ee51f-b962-52fd-83a5-20a8a6019c04,actin filament reorganization (GO:0090527)
c12720f2-46ca-5e38-9787-bb47b66d124f,actin filament-based transport (GO:0099515)
5bbde5a7-6ca6-5ad5-a721-15dad9731f87,actin nucleation (GO:0045010)
e1025303-3716-5537-8615-e2c13e2de8a4,actin polymerization or depolymerization (GO:0008154)
6837c50c-8dcd-594a-857f-75c48606fab0,actin-mediated cell contraction (GO:0070252)
d56079b0-2554-5c7f-b93a-b55780ec28bc,actin-myosin filament sliding (GO:0033275)
425e22a3-67fa-5ad8-a72e-bb29a9f2527e,action potential (GO:0001508)
de50546b-f813-5132-a5d6-7248d3d6429e,activation of adenylate cyclase activity (GO:0007190)
dbfafc3a-b55d-5a98-aeb9-9425dd0ed834,activation of cysteine-type endopeptidase activity (GO:0097202)
ffaebc05-7bfa-5d25-b7f9-8880a140a3d2,activation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0006919)
a3803fbc-f3d2-5e42-a2a9-652f711eaf68,activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c (GO:0008635)
5313db5e-6afd-5d6d-a904-b87471de2825,activation of GTPase activity (GO:0090630)
f09a5827-3071-5fe8-af35-7dccbe8ac7ee,activation of Janus kinase activity (GO:0042976)
09fdc95d-6e86-522b-9b76-9bca2b5b185b,activation of NF-kappaB-inducing kinase activity (GO:0007250)
396abeab-84e2-5b8a-ad58-2f5f2bccf023,activation of phospholipase C activity (GO:0007202)
fd2f7a20-97d4-57d1-ae7b-ca9f3446db19,activation of protein kinase A activity (GO:0034199)
581dbb18-d528-551c-90c1-127b3eab4a57,activation of protein kinase activity (GO:0032147)
9520a501-e032-5e6b-9a6a-5fc5d823b5c4,activation of protein kinase B activity (GO:0032148)
06f91bf6-33f6-5a3f-ba2e-63bac9dd2a38,activation of protein kinase C activity (GO:1990051)
81e605c1-ff03-5267-ada0-5f4781784b48,activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171)
a45e46a9-8b9a-51b8-94d6-9d6c89badece,activin receptor signaling pathway (GO:0032924)
dc03d760-95d2-5b7c-953d-9e0e96b606e2,actomyosin structure organization (GO:0031032)
97d3b203-a4ad-5479-ac23-219db5dbdd98,acute inflammatory response (GO:0002526)
398a1926-7687-5f40-9c6e-7b547e3f30fb,acute-phase response (GO:0006953)
6d5aeab2-8b9a-5da9-99ad-17c1a14b29d0,acyl-CoA biosynthetic process (GO:0071616)
526f626a-d563-5b62-a91c-d189619857b6,acyl-CoA metabolic process (GO:0006637)
234c97ef-5d1e-5f4a-ae98-5212bdb1a168,acylglycerol acyl-chain remodeling (GO:0036155)
39cceddc-ebc3-5867-b28a-8461690ef530,acylglycerol biosynthetic process (GO:0046463)
65b83ab1-5d84-5c56-bf2f-9614cb2841ba,acylglycerol catabolic process (GO:0046464)
1ea398b2-7917-5b5e-bd5d-b4a5210a071a,acylglycerol homeostasis (GO:0055090)
dbf9ef34-6823-5eff-9bf6-7cc13d3770f8,acylglycerol metabolic process (GO:0006639)
244f252c-b32e-5ff0-b7ff-6bc99e907f1d,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)
3cd643a2-0d25-5446-805b-ee787a045bc2,adenine nucleotide transport (GO:0051503)
e167d354-6a53-543a-b9c5-82188e9f87a0,adenosine 5'-(hexahydrogen pentaphosphate) catabolic process (GO:1901911)
27690bcd-f0ec-54b4-8af2-ed733902aa74,adenosine 5'-(hexahydrogen pentaphosphate) metabolic process (GO:1901910)
bf176bd4-4082-5ae4-80fc-6f610cea2861,adenosine metabolic process (GO:0046085)
9dbcf987-1d1e-53d9-873f-dd8e31727135,adenosine to inosine editing (GO:0006382)
38703207-f0f9-51eb-855e-6b18c99a9707,adenylate cyclase-activating adrenergic receptor signaling pathway (GO:0071880)
3be93924-39db-5d33-b004-78fd7aa80dbb,adenylate cyclase-activating dopamine receptor signaling pathway (GO:0007191)
6059ab74-b5e1-56ae-80ae-0dcc8dc06360,adenylate cyclase-activating G protein-coupled receptor signaling pathway (GO:0007189)
4f50f95d-e621-584b-a728-9a1a774dacc5,adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197)
44b5784a-f56c-5cb4-8af2-7f8497d51e82,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193)
f68a2445-ea4c-59b2-90d6-4eab48483692,adenylate cyclase-inhibiting serotonin receptor signaling pathway (GO:0007198)
277f4a32-1189-5ba5-a6dc-5e1a19c43863,adenylate cyclase-modulating G protein-coupled receptor signaling pathway (GO:0007188)
c3d85b0c-1513-5143-b1a3-1083636e1eee,adherens junction assembly (GO:0034333)
1493e5f4-e641-577c-9f4c-ea5729f03618,adherens junction maintenance (GO:0034334)
e1585c63-838d-515c-859b-c1a0f3b3d227,adherens junction organization (GO:0034332)
828cc585-4cc9-5129-8679-8fb711e55923,adiponectin-activated signaling pathway (GO:0033211)
68dc3f46-7806-5cf4-a4cf-5cc611de78b4,adipose tissue development (GO:0060612)
bd2a8d99-2404-5a34-be5d-5c70abc20460,ADP transport (GO:0015866)
4a3338fa-a741-5cf4-b58a-5fade00fd761,adrenal gland development (GO:0030325)
8bd36b24-10e0-5c09-930b-a47789b4310f,adrenergic receptor signaling pathway (GO:0071875)
f4af73b8-3c98-5bb5-92bb-512af24ec0f0,adult heart development (GO:0007512)
a6b78039-b686-5750-b677-17b05dc54af9,aerobic electron transport chain (GO:0019646)
103789d6-7773-5bfe-9202-af5ee5ea87ca,aerobic respiration (GO:0009060)
20358d60-2169-5384-bfd8-81d3f3ac5e96,aflatoxin metabolic process (GO:0046222)
f54d758c-54e7-5b02-b571-b17af9d5ee3f,aggrephagy (GO:0035973)
71192cb9-d74f-5cbb-8e90-6c2693fe3012,aggresome assembly (GO:0070842)
707814de-e7f4-5704-9daa-e3f60dec74a8,alanine transport (GO:0032328)
5249d281-4acd-517e-a7a4-af7e048ac226,alcohol catabolic process (GO:0046164)
db9b0f3d-c93f-506f-ad8d-f99ac078f469,aldehyde biosynthetic process (GO:0046184)
c37caebd-19fb-5f99-9019-8beaf75bfb36,aldehyde catabolic process (GO:0046185)
91fbbbdf-50bd-54ae-9349-f4d11e5ba73d,alditol metabolic process (GO:0019400)
3fa1b0ed-5abc-5df5-b703-24c88e29640f,alditol phosphate metabolic process (GO:0052646)
7bf3bcb4-6968-5c9b-856f-a38454004660,alkaloid metabolic process (GO:0009820)
b9da082c-a94d-5ed1-a799-eb9cd2820763,alpha-amino acid biosynthetic process (GO:1901607)
29f702b1-2677-580e-8084-e5de86c012f0,alpha-amino acid catabolic process (GO:1901606)
5c106500-9312-59a0-ba89-fd30afc2438a,alpha-amino acid metabolic process (GO:1901605)
e6a901f9-9450-5d08-88c0-7306767d6025,alpha-beta T cell activation (GO:0046631)
945cbcd4-744e-5f56-9fd4-f8f4a6cbbda4,alpha-beta T cell differentiation (GO:0046632)
8384af29-6b9b-5bd0-91dc-91236c650da2,alpha-linolenic acid metabolic process (GO:0036109)
5a48709e-3d9d-5e68-8160-9cab18eca7b6,"alternative mRNA splicing, via spliceosome (GO:0000380)"
88b62b7c-4a51-50f5-b379-2448dc856ea6,amacrine cell differentiation (GO:0035881)
2bf3befa-fca7-5529-a14c-f87f2e7d0660,ameboidal-type cell migration (GO:0001667)
ae0e0f23-8787-58c3-a768-d7aa3921710a,amide biosynthetic process (GO:0043604)
6f066183-3964-5387-a791-8e8e259d4dfa,amide transport (GO:0042886)
efa8c9aa-e067-58f4-b0be-7b9766c6db6a,amine metabolic process (GO:0009308)
23e5cba2-a967-53ff-b1b6-d8e087a2ed41,amine transport (GO:0015837)
511fb8e6-9b1f-58b8-b5d5-d5bf72e1002e,amino acid import (GO:0043090)
2cf599f4-98fa-5707-847b-ce9e42d99492,amino acid import across plasma membrane (GO:0089718)
000242c3-848a-5071-affa-79b042b6b0c9,amino acid transmembrane transport (GO:0003333)
ef008d44-fea3-5245-91ad-ad0482991201,amino acid transport (GO:0006865)
5e4f0b87-2d6b-5831-9f35-0e3edfcfd3b8,amino sugar biosynthetic process (GO:0046349)
6d5efbc4-d0d3-5904-993b-a545e6252e2f,amino sugar catabolic process (GO:0046348)
056bec22-4949-594e-a686-8dcc7867abed,amino sugar metabolic process (GO:0006040)
798e5060-e214-5218-931f-2acdacdff63d,amino-acid betaine biosynthetic process (GO:0006578)
3f6e8970-3dd1-5eec-ab07-a53ee9c86ac7,amino-acid betaine metabolic process (GO:0006577)
44e6fd6c-0f35-5f66-a6ec-92ecd38861f8,amino-acid betaine transport (GO:0015838)
542bfe80-859a-53d4-b667-54edec2c3e62,aminoglycan biosynthetic process (GO:0006023)
e6a2c1b7-a8a6-5b05-8676-3d06b3670873,aminoglycan catabolic process (GO:0006026)
c5c808f7-6901-5f7d-9f94-8d545a870c40,aminoglycan metabolic process (GO:0006022)
4af58196-ed2a-543c-855f-02d1a46bf16a,aminophospholipid transport (GO:0015917)
62cd7b02-0120-54be-ba2c-9f9d054bfbe9,ammonium transmembrane transport (GO:0072488)
ce4997b4-2a6f-52e4-bada-6f6f7513300c,ammonium transport (GO:0015696)
67a665c8-a47a-5b66-b5af-ff6e28ed5657,AMP biosynthetic process (GO:0006167)
0a2739ae-cb32-5a39-9e37-4ccda548c54a,AMP metabolic process (GO:0046033)
b2905a1a-9251-5a24-bda1-f71a425a8568,amylin receptor signaling pathway (GO:0097647)
0fdd08bd-32d5-5cab-831e-b9a789c4cfbc,amyloid fibril formation (GO:1990000)
75c0e45c-9095-5fd3-8f23-e92c913f6b4f,amyloid precursor protein catabolic process (GO:0042987)
d847c4a1-23cf-55f2-918a-47b2ce8ca8d4,amyloid precursor protein metabolic process (GO:0042982)
7944cd9d-24d5-5b96-a015-109870e1cf49,amyloid-beta formation (GO:0034205)
64f9661b-76b6-5374-9735-5973e69018d3,amyloid-beta metabolic process (GO:0050435)
1020d090-c2e9-5cb8-8536-62339f65129e,anaphase-promoting complex-dependent catabolic process (GO:0031145)
f88fc312-e7cd-5778-a950-9917be3c0273,androgen biosynthetic process (GO:0006702)
cab31740-11e5-5252-9f47-a1208d828b65,androgen metabolic process (GO:0008209)
607c8720-bd97-558f-b054-0fe8337203be,androgen receptor signaling pathway (GO:0030521)
84259a5a-0613-5b4c-934d-024858628016,angiogenesis involved in wound healing (GO:0060055)
fad9c621-7bf1-5abd-9701-ebd4b502d720,angiotensin maturation (GO:0002003)
32d0c160-b0f5-523d-bf0f-068c58b79f2a,angiotensin-activated signaling pathway (GO:0038166)
5fd0ba9e-2c63-5390-a59b-0a674c96053e,anion homeostasis (GO:0055081)
0ca189f1-82ed-5c7a-932e-0e8a0643a7f9,anion transmembrane transport (GO:0098656)
eca3bc8c-9e3b-5bfb-9428-9485e816efa6,anion transport (GO:0006820)
3662a480-3dc2-5ad3-9848-0121a9e0617a,anoikis (GO:0043276)
5e6eefe5-3a51-5a37-9e82-ebc5e184821d,anterior/posterior axis specification (GO:0009948)
e264c7ff-49df-5b37-8d25-f57a9b88eb8e,"anterior/posterior axis specification, embryo (GO:0008595)"
f4fd2422-f239-55f4-9415-86dd1307a81b,anterior/posterior pattern specification (GO:0009952)
3d52d79e-fcb1-55b0-8da5-0ba2849fbe95,anterograde axonal protein transport (GO:0099641)
57dffdaa-5ecd-58bd-8c01-843c30212f4d,anterograde axonal transport (GO:0008089)
bece740e-c5c4-5930-8d5f-8646ed07543c,anterograde dendritic transport (GO:0098937)
4e518dfc-510d-50cf-9970-7a8c5424bce9,anterograde dendritic transport of neurotransmitter receptor complex (GO:0098971)
f2ece95d-f16d-5b6a-9535-19b6623097e8,anterograde synaptic vesicle transport (GO:0048490)
e689bf22-0e84-5198-814c-2a39661f136f,anterograde trans-synaptic signaling (GO:0098916)
460c8bf8-4fe0-553b-9eac-e1774a877770,antibacterial humoral response (GO:0019731)
0e8f428b-d26e-5da8-a915-e2056f95566c,antifungal humoral response (GO:0019732)
63544c59-2357-5698-a404-a5c29f4f5272,antifungal innate immune response (GO:0061760)
a0dc0a0c-9d2a-5575-952e-c406d236eadb,antigen processing and presentation of endogenous peptide antigen (GO:0002483)
ff158465-b563-5825-829e-2e9a31b6391d,antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885)
0f671985-5424-5bff-ace9-6e246f31141b,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484)
b19be37a-7459-5784-901a-6fcaf044aa97,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)"
53e5f931-9ce1-5ed7-a4e1-2543f2a7c6ae,antigen processing and presentation of exogenous peptide antigen (GO:0002478)
50f3b767-80a2-5737-b1d8-4e71cb8f842f,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590)
689be104-eb5d-5038-b411-e7c40a6cb392,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)"
8e973059-798c-55d0-9e84-f5be47e0b45b,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)"
3f922eba-8832-51a9-8233-9d8a00f75b66,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)
821568d5-5853-5618-8ef2-92856fd10783,antigen processing and presentation of lipid antigen via MHC class Ib (GO:0048003)
978c3bee-416e-5d8f-85f3-9be4677c4820,antigen processing and presentation of peptide antigen via MHC class I (GO:0002474)
5358286a-b1e3-5796-baf7-85b734e45ece,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)
f805c937-8aa2-5170-aed7-767dfa743cec,"antigen processing and presentation, endogenous lipid antigen via MHC class Ib (GO:0048006)"
c7248c17-63ae-561b-aa4f-19f75da916b0,"antigen processing and presentation, exogenous lipid antigen via MHC class Ib (GO:0048007)"
444d877d-0876-5464-9e7a-bbcc9e114f09,antigen receptor-mediated signaling pathway (GO:0050851)
828a8100-6f3f-5d8c-9cfe-12ef6ebd7f5d,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)
ed7b4188-e041-5405-aca2-7e589bdc5d55,antiviral innate immune response (GO:0140374)
7431df2a-ea47-5096-b2f2-963bd2bb0b74,aorta development (GO:0035904)
211c8ad5-cf08-57b0-884f-52ef4ee419c0,aorta morphogenesis (GO:0035909)
eda4e634-2b87-5162-b43c-f5fbdecd9d7d,aortic valve development (GO:0003176)
edbc5bdb-3c93-581a-9124-a0f3143e1aa9,aortic valve morphogenesis (GO:0003180)
d5cb21df-4ff6-5fd6-8d38-d273fa0bbbdf,apical junction assembly (GO:0043297)
759c0f01-7382-5ced-b80d-e62de6e2b424,apical protein localization (GO:0045176)
c5ed1a76-8583-51c5-a50e-57fa8908dee7,apoptotic cell clearance (GO:0043277)
8ea55075-66ea-5cb7-ae60-fe87222495b4,apoptotic chromosome condensation (GO:0030263)
3c1c6847-3616-5aca-9346-304aedb57297,apoptotic DNA fragmentation (GO:0006309)
100ebbab-41bd-59ee-b2bd-9d5068aca40d,apoptotic mitochondrial changes (GO:0008637)
0f9afcd7-f442-54ea-b8a4-d74344247e45,apoptotic nuclear changes (GO:0030262)
91ce8260-1d44-508e-af81-545b781377f1,apoptotic process (GO:0006915)
6079bc57-831b-5a77-b00d-2f4e5a27336d,arachidonate transport (GO:1903963)
a549326b-c7d3-5ac2-a4f6-52a31c1a2a7f,arachidonic acid metabolic process (GO:0019369)
e45ed81f-fd7b-56b5-9f12-534604b2a6f7,arachidonic acid secretion (GO:0050482)
07059da4-e99b-5ec0-8b3f-55716bef0b3e,arginine catabolic process (GO:0006527)
fa2c0aa9-b81b-5799-903e-cf333cdc27ee,arginine metabolic process (GO:0006525)
e6084b22-76a8-5154-9d40-50eea3351506,aromatic amino acid family catabolic process (GO:0009074)
5ee6ae98-98d7-5517-96db-d46787b89177,aromatic amino acid family metabolic process (GO:0009072)
c616b8d1-fddd-5220-8265-74f30d5c149d,aromatic amino acid transport (GO:0015801)
19354ac1-c12b-57a6-b472-2a8fe78032e9,aromatic compound biosynthetic process (GO:0019438)
918d8c53-4cd4-5a75-a9d7-eaeeb2014a9e,aromatic compound catabolic process (GO:0019439)
96585c31-e3f5-5cef-9801-a08df87b6fcf,Arp2/3 complex-mediated actin nucleation (GO:0034314)
c97e2976-62c2-56b8-8b62-47736eb0ba26,artery development (GO:0060840)
0519e9c5-477a-5723-9f5e-14b3d6a1dfd7,artery morphogenesis (GO:0048844)
73d8f6ea-ef1f-57bb-b5b3-54ce1cbc2a63,aspartate family amino acid biosynthetic process (GO:0009067)
b96a586c-7309-5a78-b121-d3eb66daf89f,aspartate family amino acid catabolic process (GO:0009068)
9da7af9f-cb34-59fc-b6ac-11148c350e65,aspartate family amino acid metabolic process (GO:0009066)
af23ef2c-6eb0-52dc-b83d-c583a99df5da,aspartate metabolic process (GO:0006531)
f351db19-6f37-5e9f-9dd5-26f988871e8b,aspartate transmembrane transport (GO:0015810)
aa2c1ef9-9ac4-529e-b1bc-97ba1c1b05c4,associative learning (GO:0008306)
34041f07-cc7d-5d84-8b4c-8883bd322e30,astral microtubule organization (GO:0030953)
e94449fc-b676-5181-b670-3f237119fb93,astrocyte development (GO:0014002)
588664e8-1eaf-5e19-9503-ce8d4845e77c,astrocyte differentiation (GO:0048708)
6bcb5cea-7143-5e22-ba08-cefbc6aae5bf,ATF6-mediated unfolded protein response (GO:0036500)
91fe41ba-62de-544e-aa39-83812ca44363,ATP synthesis coupled electron transport (GO:0042773)
3361143f-dcd4-52e9-ba48-96006af498d9,ATP synthesis coupled proton transport (GO:0015986)
e218ad11-941c-5201-bfe2-38c4b2213c70,ATP transport (GO:0015867)
79af2ee5-575c-52f5-a592-7aef82c9b092,ATP-dependent chromatin remodeling (GO:0043044)
6119a4aa-3fef-5535-afed-bf13d3342ae8,atrial cardiac muscle cell action potential (GO:0086014)
34c67cce-a393-5191-a70c-ace7d4eb1abc,atrial cardiac muscle cell membrane repolarization (GO:0099624)
ac1b268d-4e28-5867-a45f-8b1c8fee1375,atrial cardiac muscle cell to AV node cell signaling (GO:0086026)
2e2721cc-0708-5e0d-8f09-d03943b23a7d,atrial cardiac muscle tissue morphogenesis (GO:0055009)
183e5e78-f772-531d-8c68-6ef2804ae064,atrial septum development (GO:0003283)
99cce587-cba9-581b-bb98-09add0f2e974,atrial septum morphogenesis (GO:0060413)
5dffac6e-48a3-5c69-98fc-d5f24b8678ea,atrioventricular valve development (GO:0003171)
13a7e2bb-c459-5a47-a94f-29091fd4c47f,atrioventricular valve formation (GO:0003190)
7042b635-31a8-5add-998b-330ee3614b31,atrioventricular valve morphogenesis (GO:0003181)
b4b213da-6849-5694-8477-d5e0e609e20e,attachment of GPI anchor to protein (GO:0016255)
35049494-32c6-5365-9ed8-364804ea8ca4,attachment of mitotic spindle microtubules to kinetochore (GO:0051315)
5154a0cd-1a86-58b4-beca-eea9e0365d2d,auditory receptor cell morphogenesis (GO:0002093)
04f532af-a7e9-5d55-a511-4a410543c422,auditory receptor cell stereocilium organization (GO:0060088)
c3851a58-853d-5d24-bbf6-f46dc917c32b,autonomic nervous system development (GO:0048483)
c19dbf69-0adc-545b-b87c-554cb6be6586,autophagosome assembly (GO:0000045)
028227ad-ab05-541f-b742-b4f5fda2af11,autophagosome maturation (GO:0097352)
5ad40b53-bc5f-524a-b008-2e104ae54e81,autophagosome membrane docking (GO:0016240)
c4add57a-00d6-5d42-9e12-1d7ef1698dd4,autophagosome organization (GO:1905037)
32f33af0-0b0a-5252-8b1e-bb47d3d06e83,autophagosome-lysosome fusion (GO:0061909)
ff7c45c5-dfee-5e74-a32b-6f8055c8cf6a,autophagy of mitochondrion (GO:0000422)
f19e8799-ab88-5b89-960e-e82847d105a6,autophagy of nucleus (GO:0044804)
5144d9af-600e-5713-92a7-56c1345b1119,autophagy of peroxisome (GO:0030242)
ce682770-b152-5d34-912a-3a0ce82ddc71,AV node cell action potential (GO:0086016)
6856e817-ffe2-502d-a1ef-b09311e550b5,AV node cell to bundle of His cell communication (GO:0086067)
2060e41c-e5e7-5767-8592-cb0ce8b8f6cf,axo-dendritic protein transport (GO:0099640)
1cfa6c9b-8656-589c-a972-24efdacf57ca,axo-dendritic transport (GO:0008088)
c96f4f7f-d0ae-5984-b8ad-29b8f9a4fa84,axon choice point recognition (GO:0016198)
2834c994-f882-5eb1-8e2e-c2902da0ccae,axon development (GO:0061564)
1e75fa1c-df49-5359-a81d-0e63a9d3b613,axon ensheathment in central nervous system (GO:0032291)
22a97944-a6fb-5273-af92-bab159f333b5,axon extension (GO:0048675)
5252823c-96a6-5ae1-8159-c968e4500cd6,axon extension involved in axon guidance (GO:0048846)
8af56af9-c51d-5125-b6c0-21076bc98b6f,axon guidance (GO:0007411)
bd13719f-9982-5a82-b7c4-3e82d6433115,axon regeneration (GO:0031103)
e83cc869-5d28-507e-9425-d6fc7c532b7f,axonal fasciculation (GO:0007413)
20cb3f48-f389-5e21-819d-6838207abe79,axonal transport (GO:0098930)
ac9adbf2-05a5-5852-85c4-36e7605f278f,axonal transport of mitochondrion (GO:0019896)
4149af9b-9880-5db0-ba5b-5280c8186dfe,axonemal dynein complex assembly (GO:0070286)
e0ad37af-a6ed-5677-842e-802da3dbdffb,axoneme assembly (GO:0035082)
2ff11985-d03e-5e7a-9658-623402f9f1cb,axonogenesis (GO:0007409)
b4afb414-cb3f-52a0-ade9-795c0103565e,B cell activation (GO:0042113)
fc5999e4-99f9-501d-a17e-2b26039efe2c,B cell activation involved in immune response (GO:0002312)
eefa0c20-ad59-5c8f-a465-bcc10b2ea1fd,B cell chemotaxis (GO:0035754)
5ad20da3-9cde-524d-b33e-f33922f6145d,B cell differentiation (GO:0030183)
63740afa-4dbe-5447-b5e2-9796db2c1ea8,B cell homeostasis (GO:0001782)
7de79984-e2d2-512e-959d-e7467db5a261,B cell mediated immunity (GO:0019724)
34a587f7-ef5e-5a0c-939c-d61b819f3075,B cell proliferation (GO:0042100)
92b19166-036e-5fdb-9684-0804faee4f16,B cell receptor signaling pathway (GO:0050853)
23c70836-be29-50a6-9f19-f66b756527cd,barbed-end actin filament capping (GO:0051016)
7f343af0-e195-5126-8ed8-ed2fb2892fee,base conversion or substitution editing (GO:0016553)
35684c2b-4b82-59ff-a661-c03b520b5753,base-excision repair (GO:0006284)
2fbd315c-f16f-5172-b2bb-4bf6bca5c358,"base-excision repair, AP site formation (GO:0006285)"
e8fea011-5953-5ffb-8616-b2b24b7c3e40,"base-excision repair, gap-filling (GO:0006287)"
65e53316-9179-56d8-ae77-626573995a57,basement membrane assembly (GO:0070831)
db235aee-213f-529b-a2a9-799d42e356db,basement membrane organization (GO:0071711)
4e9cae2f-4151-59eb-8251-bbdcc9800034,basic amino acid transport (GO:0015802)
1df618be-2d83-5b4f-8096-7644a33bc827,benzene-containing compound metabolic process (GO:0042537)
154c81e1-f005-5a86-83e1-bf04ff16e46a,beta-catenin destruction complex assembly (GO:1904885)
df275aa0-fbaa-5fa4-a0c9-f6b834959ea3,beta-catenin destruction complex disassembly (GO:1904886)
dde959cf-8ca3-5f13-948d-f54df5910b19,beta-catenin-TCF complex assembly (GO:1904837)
f3c51161-f455-5e51-b9f4-5667acb022e5,bicarbonate transport (GO:0015701)
5e651f06-1c83-5331-87a1-80bf5d014bc5,bicellular tight junction assembly (GO:0070830)
2a3c8dfa-45dd-5dcc-8e96-326c99610d5c,bile acid and bile salt transport (GO:0015721)
86e75f8a-5cf4-5ccc-8381-737c163efef8,bile acid biosynthetic process (GO:0006699)
bc3e1d42-da65-570f-b9fa-b0361d8a28e7,bile acid metabolic process (GO:0008206)
178e4e5b-7d68-551d-9b1d-d4eb3a9c0007,bile acid secretion (GO:0032782)
bf512fd6-c409-505e-8712-c5751cb92e3e,biotin metabolic process (GO:0006768)
1d558ba4-c91c-5f20-bef6-7a3d3e70835f,bleb assembly (GO:0032060)
5e5ad66a-ee78-5ba0-be5d-21858442a076,blood circulation (GO:0008015)
67455f7b-c495-52fa-a99a-f7a9aaea173b,blood vessel diameter maintenance (GO:0097746)
530310ea-32bd-5020-baef-77087a424f38,blood vessel endothelial cell migration (GO:0043534)
f0de32b4-2a17-5465-a52a-e3b040009175,blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:0002043)
639f2569-53db-5fe4-9ae0-1fffd2823ef3,blood vessel morphogenesis (GO:0048514)
f59b08f0-9404-5260-8fd0-a082781fb49a,BMP signaling pathway (GO:0030509)
5a6db97c-5db0-5fcf-b30b-133adc3fe23e,BMP signaling pathway involved in heart development (GO:0061312)
45f38cb9-f7d1-5d96-81a6-b2813ce343aa,body fluid secretion (GO:0007589)
1620ce8b-3c80-5ad6-ab37-472a1e05e2ba,bone cell development (GO:0098751)
eff420e1-53be-58f8-8323-a76d7e5c397d,bone development (GO:0060348)
0a8d5da9-04b5-5680-902e-bdbc6b83337c,bone marrow development (GO:0048539)
4964351c-76ec-56a2-b959-895317fcd6bd,bone morphogenesis (GO:0060349)
1228d5c3-5d24-51ce-80a1-cb82c832d186,bone resorption (GO:0045453)
aaf663ef-c175-5c38-ae0f-f667a76d71ab,box C/D snoRNP assembly (GO:0000492)
