id,label,uri
1022,CDK7,https://www.ncbi.nlm.nih.gov/gene/1022
2068,ERCC2,https://www.ncbi.nlm.nih.gov/gene/2068
2071,ERCC3,https://www.ncbi.nlm.nih.gov/gene/2071
4331,MNAT1,https://www.ncbi.nlm.nih.gov/gene/4331
83640,RAMAC,https://www.ncbi.nlm.nih.gov/gene/83640
8731,RNMT,https://www.ncbi.nlm.nih.gov/gene/8731
902,CCNH,https://www.ncbi.nlm.nih.gov/gene/902
5430,POLR2A,https://www.ncbi.nlm.nih.gov/gene/5430
5431,POLR2B,https://www.ncbi.nlm.nih.gov/gene/5431
5432,POLR2C,https://www.ncbi.nlm.nih.gov/gene/5432
5433,POLR2D,https://www.ncbi.nlm.nih.gov/gene/5433
5434,POLR2E,https://www.ncbi.nlm.nih.gov/gene/5434
5435,POLR2F,https://www.ncbi.nlm.nih.gov/gene/5435
5436,POLR2G,https://www.ncbi.nlm.nih.gov/gene/5436
5437,POLR2H,https://www.ncbi.nlm.nih.gov/gene/5437
5438,POLR2I,https://www.ncbi.nlm.nih.gov/gene/5438
5439,POLR2J,https://www.ncbi.nlm.nih.gov/gene/5439
23070,CMTR1,https://www.ncbi.nlm.nih.gov/gene/23070
5440,POLR2K,https://www.ncbi.nlm.nih.gov/gene/5440
55783,CMTR2,https://www.ncbi.nlm.nih.gov/gene/55783
5441,POLR2L,https://www.ncbi.nlm.nih.gov/gene/5441
47,ACLY,https://www.ncbi.nlm.nih.gov/gene/47
5161,PDHA2,https://www.ncbi.nlm.nih.gov/gene/5161
5160,PDHA1,https://www.ncbi.nlm.nih.gov/gene/5160
38,ACAT1,https://www.ncbi.nlm.nih.gov/gene/38
5162,PDHB,https://www.ncbi.nlm.nih.gov/gene/5162
23181,DIP2A,https://www.ncbi.nlm.nih.gov/gene/23181
79717,PPCS,https://www.ncbi.nlm.nih.gov/gene/79717
23417,MLYCD,https://www.ncbi.nlm.nih.gov/gene/23417
1737,DLAT,https://www.ncbi.nlm.nih.gov/gene/1737
84532,ACSS1,https://www.ncbi.nlm.nih.gov/gene/84532
8050,PDHX,https://www.ncbi.nlm.nih.gov/gene/8050
1738,DLD,https://www.ncbi.nlm.nih.gov/gene/1738
4598,MVK,https://www.ncbi.nlm.nih.gov/gene/4598
3158,HMGCS2,https://www.ncbi.nlm.nih.gov/gene/3158
3157,HMGCS1,https://www.ncbi.nlm.nih.gov/gene/3157
283927,NUDT7,https://www.ncbi.nlm.nih.gov/gene/283927
32,ACACB,https://www.ncbi.nlm.nih.gov/gene/32
31,ACACA,https://www.ncbi.nlm.nih.gov/gene/31
10654,PMVK,https://www.ncbi.nlm.nih.gov/gene/10654
6999,TDO2,https://www.ncbi.nlm.nih.gov/gene/6999
4597,MVD,https://www.ncbi.nlm.nih.gov/gene/4597
1131,CHRM3,https://www.ncbi.nlm.nih.gov/gene/1131
1132,CHRM4,https://www.ncbi.nlm.nih.gov/gene/1132
1141,CHRNB2,https://www.ncbi.nlm.nih.gov/gene/1141
1128,CHRM1,https://www.ncbi.nlm.nih.gov/gene/1128
1129,CHRM2,https://www.ncbi.nlm.nih.gov/gene/1129
1136,CHRNA3,https://www.ncbi.nlm.nih.gov/gene/1136
1133,CHRM5,https://www.ncbi.nlm.nih.gov/gene/1133
1139,CHRNA7,https://www.ncbi.nlm.nih.gov/gene/1139
432355,SLURP2,https://www.ncbi.nlm.nih.gov/gene/432355
156,GRK2,https://www.ncbi.nlm.nih.gov/gene/156
2782,GNB1,https://www.ncbi.nlm.nih.gov/gene/2782
2767,GNA11,https://www.ncbi.nlm.nih.gov/gene/2767
116372,LYPD1,https://www.ncbi.nlm.nih.gov/gene/116372
2776,GNAQ,https://www.ncbi.nlm.nih.gov/gene/2776
6001,RGS10,https://www.ncbi.nlm.nih.gov/gene/6001
58530,LY6G6D,https://www.ncbi.nlm.nih.gov/gene/58530
8851,CDK5R1,https://www.ncbi.nlm.nih.gov/gene/8851
4062,LY6H,https://www.ncbi.nlm.nih.gov/gene/4062
85397,RGS8,https://www.ncbi.nlm.nih.gov/gene/85397
23236,PLCB1,https://www.ncbi.nlm.nih.gov/gene/23236
375790,AGRN,https://www.ncbi.nlm.nih.gov/gene/375790
5244,ABCB4,https://www.ncbi.nlm.nih.gov/gene/5244
85413,SLC22A16,https://www.ncbi.nlm.nih.gov/gene/85413
200931,SLC51A,https://www.ncbi.nlm.nih.gov/gene/200931
54659,UGT1A3,https://www.ncbi.nlm.nih.gov/gene/54659
51738,GHRL,https://www.ncbi.nlm.nih.gov/gene/51738
123264,SLC51B,https://www.ncbi.nlm.nih.gov/gene/123264
1814,DRD3,https://www.ncbi.nlm.nih.gov/gene/1814
9368,SLC9A3R1,https://www.ncbi.nlm.nih.gov/gene/9368
65010,SLC26A6,https://www.ncbi.nlm.nih.gov/gene/65010
6505,SLC1A1,https://www.ncbi.nlm.nih.gov/gene/6505
6506,SLC1A2,https://www.ncbi.nlm.nih.gov/gene/6506
11230,PRAF2,https://www.ncbi.nlm.nih.gov/gene/11230
6507,SLC1A3,https://www.ncbi.nlm.nih.gov/gene/6507
6540,SLC6A13,https://www.ncbi.nlm.nih.gov/gene/6540
6529,SLC6A1,https://www.ncbi.nlm.nih.gov/gene/6529
6511,SLC1A6,https://www.ncbi.nlm.nih.gov/gene/6511
6533,SLC6A6,https://www.ncbi.nlm.nih.gov/gene/6533
10755,GIPC1,https://www.ncbi.nlm.nih.gov/gene/10755
83733,SLC25A18,https://www.ncbi.nlm.nih.gov/gene/83733
2697,GJA1,https://www.ncbi.nlm.nih.gov/gene/2697
55144,LRRC8D,https://www.ncbi.nlm.nih.gov/gene/55144
10550,ARL6IP5,https://www.ncbi.nlm.nih.gov/gene/10550
80131,LRRC8E,https://www.ncbi.nlm.nih.gov/gene/80131
79751,SLC25A22,https://www.ncbi.nlm.nih.gov/gene/79751
10165,SLC25A13,https://www.ncbi.nlm.nih.gov/gene/10165
8604,SLC25A12,https://www.ncbi.nlm.nih.gov/gene/8604
55971,BAIAP2L1,https://www.ncbi.nlm.nih.gov/gene/55971
80115,BAIAP2L2,https://www.ncbi.nlm.nih.gov/gene/80115
3936,LCP1,https://www.ncbi.nlm.nih.gov/gene/3936
1809,DPYSL3,https://www.ncbi.nlm.nih.gov/gene/1809
2316,FLNA,https://www.ncbi.nlm.nih.gov/gene/2316
2620,GAS2,https://www.ncbi.nlm.nih.gov/gene/2620
246176,GAS2L2,https://www.ncbi.nlm.nih.gov/gene/246176
199,AIF1,https://www.ncbi.nlm.nih.gov/gene/199
10458,BAIAP2,https://www.ncbi.nlm.nih.gov/gene/10458
283431,GAS2L3,https://www.ncbi.nlm.nih.gov/gene/283431
2059,EPS8,https://www.ncbi.nlm.nih.gov/gene/2059
10634,GAS2L1,https://www.ncbi.nlm.nih.gov/gene/10634
2934,GSN,https://www.ncbi.nlm.nih.gov/gene/2934
5770,PTPN1,https://www.ncbi.nlm.nih.gov/gene/5770
387,RHOA,https://www.ncbi.nlm.nih.gov/gene/387
301,ANXA1,https://www.ncbi.nlm.nih.gov/gene/301
3645,INSRR,https://www.ncbi.nlm.nih.gov/gene/3645
55561,CDC42BPG,https://www.ncbi.nlm.nih.gov/gene/55561
59341,TRPV4,https://www.ncbi.nlm.nih.gov/gene/59341
2549,GAB1,https://www.ncbi.nlm.nih.gov/gene/2549
84062,DTNBP1,https://www.ncbi.nlm.nih.gov/gene/84062
29780,PARVB,https://www.ncbi.nlm.nih.gov/gene/29780
9578,CDC42BPB,https://www.ncbi.nlm.nih.gov/gene/9578
8476,CDC42BPA,https://www.ncbi.nlm.nih.gov/gene/8476
55742,PARVA,https://www.ncbi.nlm.nih.gov/gene/55742
5911,RAP2A,https://www.ncbi.nlm.nih.gov/gene/5911
2241,FER,https://www.ncbi.nlm.nih.gov/gene/2241
11132,CAPN10,https://www.ncbi.nlm.nih.gov/gene/11132
64098,PARVG,https://www.ncbi.nlm.nih.gov/gene/64098
4627,MYH9,https://www.ncbi.nlm.nih.gov/gene/4627
149461,CLDN19,https://www.ncbi.nlm.nih.gov/gene/149461
57091,CASS4,https://www.ncbi.nlm.nih.gov/gene/57091
23043,TNIK,https://www.ncbi.nlm.nih.gov/gene/23043
9564,BCAR1,https://www.ncbi.nlm.nih.gov/gene/9564
90550,MCU,https://www.ncbi.nlm.nih.gov/gene/90550
123720,WHAMM,https://www.ncbi.nlm.nih.gov/gene/123720
5898,RALA,https://www.ncbi.nlm.nih.gov/gene/5898
203447,NRK,https://www.ncbi.nlm.nih.gov/gene/203447
8477,GPR65,https://www.ncbi.nlm.nih.gov/gene/8477
4739,NEDD9,https://www.ncbi.nlm.nih.gov/gene/4739
1365,CLDN3,https://www.ncbi.nlm.nih.gov/gene/1365
27032,ATP2C1,https://www.ncbi.nlm.nih.gov/gene/27032
84168,ANTXR1,https://www.ncbi.nlm.nih.gov/gene/84168
8572,PDLIM4,https://www.ncbi.nlm.nih.gov/gene/8572
5058,PAK1,https://www.ncbi.nlm.nih.gov/gene/5058
79778,MICALL2,https://www.ncbi.nlm.nih.gov/gene/79778
9294,S1PR2,https://www.ncbi.nlm.nih.gov/gene/9294
1901,S1PR1,https://www.ncbi.nlm.nih.gov/gene/1901
221692,PHACTR1,https://www.ncbi.nlm.nih.gov/gene/221692
1525,CXADR,https://www.ncbi.nlm.nih.gov/gene/1525
9855,FARP2,https://www.ncbi.nlm.nih.gov/gene/9855
2039,DMTN,https://www.ncbi.nlm.nih.gov/gene/2039
26053,AUTS2,https://www.ncbi.nlm.nih.gov/gene/26053
50488,MINK1,https://www.ncbi.nlm.nih.gov/gene/50488
5754,PTK7,https://www.ncbi.nlm.nih.gov/gene/5754
4289,MKLN1,https://www.ncbi.nlm.nih.gov/gene/4289
7827,NPHS2,https://www.ncbi.nlm.nih.gov/gene/7827
3815,KIT,https://www.ncbi.nlm.nih.gov/gene/3815
2017,CTTN,https://www.ncbi.nlm.nih.gov/gene/2017
2255,FGF10,https://www.ncbi.nlm.nih.gov/gene/2255
2885,GRB2,https://www.ncbi.nlm.nih.gov/gene/2885
7430,EZR,https://www.ncbi.nlm.nih.gov/gene/7430
8829,NRP1,https://www.ncbi.nlm.nih.gov/gene/8829
9024,BRSK2,https://www.ncbi.nlm.nih.gov/gene/9024
5341,PLEK,https://www.ncbi.nlm.nih.gov/gene/5341
26499,PLEK2,https://www.ncbi.nlm.nih.gov/gene/26499
10278,EFS,https://www.ncbi.nlm.nih.gov/gene/10278
2252,FGF7,https://www.ncbi.nlm.nih.gov/gene/2252
26037,SIPA1L1,https://www.ncbi.nlm.nih.gov/gene/26037
85360,SYDE1,https://www.ncbi.nlm.nih.gov/gene/85360
8394,PIP5K1A,https://www.ncbi.nlm.nih.gov/gene/8394
221981,THSD7A,https://www.ncbi.nlm.nih.gov/gene/221981
80731,THSD7B,https://www.ncbi.nlm.nih.gov/gene/80731
253260,RICTOR,https://www.ncbi.nlm.nih.gov/gene/253260
134549,SHROOM1,https://www.ncbi.nlm.nih.gov/gene/134549
357,SHROOM2,https://www.ncbi.nlm.nih.gov/gene/357
29984,RHOD,https://www.ncbi.nlm.nih.gov/gene/29984
339768,ESPNL,https://www.ncbi.nlm.nih.gov/gene/339768
83543,AIF1L,https://www.ncbi.nlm.nih.gov/gene/83543
5074,PAWR,https://www.ncbi.nlm.nih.gov/gene/5074
51474,LIMA1,https://www.ncbi.nlm.nih.gov/gene/51474
4430,MYO1B,https://www.ncbi.nlm.nih.gov/gene/4430
25794,FSCN2,https://www.ncbi.nlm.nih.gov/gene/25794
6624,FSCN1,https://www.ncbi.nlm.nih.gov/gene/6624
29999,FSCN3,https://www.ncbi.nlm.nih.gov/gene/29999
11170,FAM107A,https://www.ncbi.nlm.nih.gov/gene/11170
83715,ESPN,https://www.ncbi.nlm.nih.gov/gene/83715
57175,CORO1B,https://www.ncbi.nlm.nih.gov/gene/57175
119,ADD2,https://www.ncbi.nlm.nih.gov/gene/119
7184,HSP90B1,https://www.ncbi.nlm.nih.gov/gene/7184
57026,PDXP,https://www.ncbi.nlm.nih.gov/gene/57026
10083,USH1C,https://www.ncbi.nlm.nih.gov/gene/10083
118,ADD1,https://www.ncbi.nlm.nih.gov/gene/118
800,CALD1,https://www.ncbi.nlm.nih.gov/gene/800
64780,MICAL1,https://www.ncbi.nlm.nih.gov/gene/64780
5357,PLS1,https://www.ncbi.nlm.nih.gov/gene/5357
5358,PLS3,https://www.ncbi.nlm.nih.gov/gene/5358
144347,RFLNA,https://www.ncbi.nlm.nih.gov/gene/144347
359845,RFLNB,https://www.ncbi.nlm.nih.gov/gene/359845
6840,SVIL,https://www.ncbi.nlm.nih.gov/gene/6840
2314,FLII,https://www.ncbi.nlm.nih.gov/gene/2314
11344,TWF2,https://www.ncbi.nlm.nih.gov/gene/11344
10677,AVIL,https://www.ncbi.nlm.nih.gov/gene/10677
5756,TWF1,https://www.ncbi.nlm.nih.gov/gene/5756
822,CAPG,https://www.ncbi.nlm.nih.gov/gene/822
11078,TRIOBP,https://www.ncbi.nlm.nih.gov/gene/11078
120,ADD3,https://www.ncbi.nlm.nih.gov/gene/120
85477,SCIN,https://www.ncbi.nlm.nih.gov/gene/85477
830,CAPZA2,https://www.ncbi.nlm.nih.gov/gene/830
832,CAPZB,https://www.ncbi.nlm.nih.gov/gene/832
93661,CAPZA3,https://www.ncbi.nlm.nih.gov/gene/93661
829,CAPZA1,https://www.ncbi.nlm.nih.gov/gene/829
50853,VILL,https://www.ncbi.nlm.nih.gov/gene/50853
7429,VIL1,https://www.ncbi.nlm.nih.gov/gene/7429
9948,WDR1,https://www.ncbi.nlm.nih.gov/gene/9948
9645,MICAL2,https://www.ncbi.nlm.nih.gov/gene/9645
1073,CFL2,https://www.ncbi.nlm.nih.gov/gene/1073
11034,DSTN,https://www.ncbi.nlm.nih.gov/gene/11034
1072,CFL1,https://www.ncbi.nlm.nih.gov/gene/1072
57553,MICAL3,https://www.ncbi.nlm.nih.gov/gene/57553
55604,CARMIL1,https://www.ncbi.nlm.nih.gov/gene/55604
146206,CARMIL2,https://www.ncbi.nlm.nih.gov/gene/146206
29109,FHOD1,https://www.ncbi.nlm.nih.gov/gene/29109
87,ACTN1,https://www.ncbi.nlm.nih.gov/gene/87
80206,FHOD3,https://www.ncbi.nlm.nih.gov/gene/80206
84501,SPIRE2,https://www.ncbi.nlm.nih.gov/gene/84501
23242,COBL,https://www.ncbi.nlm.nih.gov/gene/23242
56907,SPIRE1,https://www.ncbi.nlm.nih.gov/gene/56907
7171,TPM4,https://www.ncbi.nlm.nih.gov/gene/7171
7170,TPM3,https://www.ncbi.nlm.nih.gov/gene/7170
7169,TPM2,https://www.ncbi.nlm.nih.gov/gene/7169
4647,MYO7A,https://www.ncbi.nlm.nih.gov/gene/4647
4648,MYO7B,https://www.ncbi.nlm.nih.gov/gene/4648
57471,ERMN,https://www.ncbi.nlm.nih.gov/gene/57471
9938,ARHGAP25,https://www.ncbi.nlm.nih.gov/gene/9938
79816,TLE6,https://www.ncbi.nlm.nih.gov/gene/79816
4082,MARCKS,https://www.ncbi.nlm.nih.gov/gene/4082
10006,ABI1,https://www.ncbi.nlm.nih.gov/gene/10006
10152,ABI2,https://www.ncbi.nlm.nih.gov/gene/10152
22902,RUFY3,https://www.ncbi.nlm.nih.gov/gene/22902
9026,HIP1R,https://www.ncbi.nlm.nih.gov/gene/9026
9844,ELMO1,https://www.ncbi.nlm.nih.gov/gene/9844
63916,ELMO2,https://www.ncbi.nlm.nih.gov/gene/63916
79585,CORO7,https://www.ncbi.nlm.nih.gov/gene/79585
79767,ELMO3,https://www.ncbi.nlm.nih.gov/gene/79767
84940,CORO6,https://www.ncbi.nlm.nih.gov/gene/84940
10459,MAD2L2,https://www.ncbi.nlm.nih.gov/gene/10459
154288,KHDC3L,https://www.ncbi.nlm.nih.gov/gene/154288
3636,INPPL1,https://www.ncbi.nlm.nih.gov/gene/3636
23607,CD2AP,https://www.ncbi.nlm.nih.gov/gene/23607
23616,SH3BP1,https://www.ncbi.nlm.nih.gov/gene/23616
126206,NLRP5,https://www.ncbi.nlm.nih.gov/gene/126206
4892,NRAP,https://www.ncbi.nlm.nih.gov/gene/4892
7168,TPM1,https://www.ncbi.nlm.nih.gov/gene/7168
79983,POF1B,https://www.ncbi.nlm.nih.gov/gene/79983
201191,SAMD14,https://www.ncbi.nlm.nih.gov/gene/201191
2693,GHSR,https://www.ncbi.nlm.nih.gov/gene/2693
10529,NEBL,https://www.ncbi.nlm.nih.gov/gene/10529
4644,MYO5A,https://www.ncbi.nlm.nih.gov/gene/4644
4645,MYO5B,https://www.ncbi.nlm.nih.gov/gene/4645
94134,ARHGAP12,https://www.ncbi.nlm.nih.gov/gene/94134
1739,DLG1,https://www.ncbi.nlm.nih.gov/gene/1739
55909,BIN3,https://www.ncbi.nlm.nih.gov/gene/55909
10093,ARPC4,https://www.ncbi.nlm.nih.gov/gene/10093
55930,MYO5C,https://www.ncbi.nlm.nih.gov/gene/55930
2195,FAT1,https://www.ncbi.nlm.nih.gov/gene/2195
7401,CLRN1,https://www.ncbi.nlm.nih.gov/gene/7401
10435,CDC42EP2,https://www.ncbi.nlm.nih.gov/gene/10435
55114,ARHGAP17,https://www.ncbi.nlm.nih.gov/gene/55114
11151,CORO1A,https://www.ncbi.nlm.nih.gov/gene/11151
84687,PPP1R9B,https://www.ncbi.nlm.nih.gov/gene/84687
55607,PPP1R9A,https://www.ncbi.nlm.nih.gov/gene/55607
9886,RHOBTB1,https://www.ncbi.nlm.nih.gov/gene/9886
23603,CORO1C,https://www.ncbi.nlm.nih.gov/gene/23603
23221,RHOBTB2,https://www.ncbi.nlm.nih.gov/gene/23221
22836,RHOBTB3,https://www.ncbi.nlm.nih.gov/gene/22836
84327,ZBED3,https://www.ncbi.nlm.nih.gov/gene/84327
57619,SHROOM3,https://www.ncbi.nlm.nih.gov/gene/57619
399,RHOH,https://www.ncbi.nlm.nih.gov/gene/399
57477,SHROOM4,https://www.ncbi.nlm.nih.gov/gene/57477
2013,EMP2,https://www.ncbi.nlm.nih.gov/gene/2013
54509,RHOF,https://www.ncbi.nlm.nih.gov/gene/54509
4703,NEB,https://www.ncbi.nlm.nih.gov/gene/4703
391,RHOG,https://www.ncbi.nlm.nih.gov/gene/391
388,RHOB,https://www.ncbi.nlm.nih.gov/gene/388
55740,ENAH,https://www.ncbi.nlm.nih.gov/gene/55740
389,RHOC,https://www.ncbi.nlm.nih.gov/gene/389
441161,OOEP,https://www.ncbi.nlm.nih.gov/gene/441161
58,ACTA1,https://www.ncbi.nlm.nih.gov/gene/58
9181,ARHGEF2,https://www.ncbi.nlm.nih.gov/gene/9181
226,ALDOA,https://www.ncbi.nlm.nih.gov/gene/226
442721,LMOD2,https://www.ncbi.nlm.nih.gov/gene/442721
25802,LMOD1,https://www.ncbi.nlm.nih.gov/gene/25802
56203,LMOD3,https://www.ncbi.nlm.nih.gov/gene/56203
6708,SPTA1,https://www.ncbi.nlm.nih.gov/gene/6708
4646,MYO6,https://www.ncbi.nlm.nih.gov/gene/4646
147872,KASH5,https://www.ncbi.nlm.nih.gov/gene/147872
165904,XIRP1,https://www.ncbi.nlm.nih.gov/gene/165904
